Summary Level	Geographic Component	State FIPS	Place FIPS	County FIPS	Tract	Zip	Block	Name	Latitude	Longitude
160	00	01	00124					Abbeville city	31.566367	-85.251300
160	00	01	00460					Adamsville city	33.590411	-86.949166
160	00	01	00484					Addison town	34.200042	-87.177851
160	00	01	00676					Akron town	32.876425	-87.740978
160	00	01	00820					Alabaster city	33.231162	-86.823829
160	00	01	00988					Albertville city	34.265362	-86.211261
160	00	01	01132					Alexander City city	32.933157	-85.936008
160	00	01	01180					Alexandria CDP	33.766072	-85.884389
160	00	01	01228					Aliceville city	33.126276	-88.154427
160	00	01	01396					Allgood town	33.904216	-86.516428
160	00	01	01660					Altoona town	34.029259	-86.320687
160	00	01	01708					Andalusia city	31.309321	-86.479468
160	00	01	01756					Anderson town	34.920029	-87.270358
160	00	01	01852					Anniston city	33.663003	-85.826664
160	00	01	02116					Arab city	34.327863	-86.498613
160	00	01	02260					Ardmore town	34.987052	-86.843228
160	00	01	02320					Argo town	33.700210	-86.512357
160	00	01	02428					Ariton town	31.598204	-85.718761
160	00	01	02500					Arley town	34.081499	-87.210768
160	00	01	02836					Ashford city	31.184032	-85.235286
160	00	01	02860					Ashland city	33.272206	-85.836925
160	00	01	02908					Ashville town	33.843737	-86.266274
160	00	01	02956					Athens city	34.789602	-86.969424
160	00	01	03004					Atmore city	31.023183	-87.492067
160	00	01	03028					Attalla city	34.009818	-86.098413
160	00	01	03076					Auburn city	32.597684	-85.480823
160	00	01	03220					Autaugaville town	32.432410	-86.653370
160	00	01	03364					Avon town	31.189409	-85.279156
160	00	01	03556					Babbie town	31.300460	-86.319293
160	00	01	03676					Baileyton town	34.267139	-86.603018
160	00	01	03940					Banks town	31.813464	-85.840281
160	00	01	04660					Bay Minette city	30.883446	-87.777183
160	00	01	04684					Bayou La Batre city	30.403253	-88.248117
160	00	01	04852					Bear Creek town	34.272400	-87.703374
160	00	01	04900					Beatrice town	31.733178	-87.206773
160	00	01	04948					Beaverton town	33.932813	-88.020374
160	00	01	05164					Belk town	33.645856	-87.930934
160	00	01	05692					Benton town	32.306248	-86.817551
160	00	01	05932					Berry town	33.657836	-87.606084
160	00	01	05980					Bessemer city	33.391343	-86.956569
160	00	01	06460					Billingsley town	32.660416	-86.711247
160	00	01	07000					Birmingham city	33.524755	-86.812740
160	00	01	07120					Black town	31.011112	-85.744365
160	00	01	07456					Blountsville town	34.081911	-86.588778
160	00	01	07552					Blue Mountain town	33.688619	-85.837577
160	00	01	07588					Blue Ridge CDP	32.486744	-86.190823
160	00	01	07672					Blue Springs town	31.664330	-85.495919
160	00	01	07912					Boaz city	34.202793	-86.160457
160	00	01	08104					Boligee town	32.763768	-88.025968
160	00	01	08248					Bon Air town	33.263798	-86.333650
160	00	01	08920					Branchville town	33.648029	-86.436895
160	00	01	09016					Brantley town	31.584365	-86.256651
160	00	01	09136					Brent city	32.940240	-87.174982
160	00	01	09208					Brewton city	31.117706	-87.071164
160	00	01	09328					Bridgeport city	34.947303	-85.718966
160	00	01	09400					Brighton city	33.438958	-86.945442
160	00	01	09424					Brilliant town	34.022764	-87.767372
160	00	01	09736					Brookside town	33.631867	-86.913068
160	00	01	09808					Brookwood town	33.239110	-87.319746
160	00	01	10240					Brundidge city	31.719218	-85.818119
160	00	01	11032					Butler city	32.091526	-88.220684
160	00	01	11128					Bynum CDP	33.605985	-85.963308
160	00	01	11248					Cahaba Heights CDP	33.459256	-86.732086
160	00	01	11416					Calera city	33.107572	-86.749964
160	00	01	11512					Camden town	31.998851	-87.295743
160	00	01	11680					Camp Hill town	32.799285	-85.652902
160	00	01	12016					Carbon Hill city	33.890690	-87.524307
160	00	01	12040					Cardiff town	33.645384	-86.932965
160	00	01	12160					Carolina town	31.231521	-86.520607
160	00	01	12304					Carrollton town	33.260858	-88.094452
160	00	01	12496					Castleberry town	31.297899	-87.025027
160	00	01	12760					Cedar Bluff town	34.220606	-85.595999
160	00	01	13264					Center Point CDP	33.639302	-86.680437
160	00	01	13648					Centre city	34.159181	-85.674742
160	00	01	13672					Centreville city	32.950000	-87.134708
160	00	01	13720					Chalkville CDP	33.667902	-86.649643
160	00	01	14008					Chatom town	31.461656	-88.248051
160	00	01	14104					Chelsea town	33.329116	-86.650845
160	00	01	14152					Cherokee town	34.758297	-87.968549
160	00	01	14392					Chickasaw city	30.764987	-88.083713
160	00	01	14464					Childersburg city	33.275187	-86.353166
160	00	01	15064					Citronelle city	31.092653	-88.244315
160	00	01	15136					Clanton city	32.839810	-86.628188
160	00	01	15256					Clay CDP	33.700037	-86.623032
160	00	01	15304					Clayhatchee town	31.237743	-85.712679
160	00	01	15376					Clayton town	31.877504	-85.449024
160	00	01	15472					Cleveland town	33.992035	-86.576062
160	00	01	15640					Clio town	31.709922	-85.606708
160	00	01	16000					Coaling city	33.169442	-87.345859
160	00	01	16240					Coffee Springs town	31.166736	-85.910634
160	00	01	16264					Coffeeville town	31.761262	-88.089150
160	00	01	16312					Coker town	33.246283	-87.679221
160	00	01	16600					Collinsville town	34.265432	-85.861523
160	00	01	16684					Colony town	33.945011	-86.899465
160	00	01	16744					Columbia town	31.292283	-85.112123
160	00	01	16768					Columbiana city	33.183545	-86.609365
160	00	01	16936					Concord CDP	33.469092	-87.038163
160	00	01	17176					Coosada town	32.504197	-86.334120
160	00	01	17368					Cordova city	33.760106	-87.187083
160	00	01	17824					Cottonwood town	31.053646	-85.302409
160	00	01	17968					County Line town	33.819645	-86.729287
160	00	01	18040					Courtland town	34.668457	-87.310821
160	00	01	18088					Cowarts town	31.199575	-85.306272
160	00	01	18304					Creola town	30.895465	-88.014760
160	00	01	18856					Crossville town	34.286752	-85.990814
160	00	01	18952					Cuba town	32.433782	-88.371776
160	00	01	18976					Cullman city	34.177508	-86.844996
160	00	01	19336					Dadeville city	32.832059	-85.764288
160	00	01	19360					Daleville city	31.302496	-85.711083
160	00	01	19648					Daphne city	30.631289	-87.886440
160	00	01	19744					Dauphin Island town	30.256429	-88.125231
160	00	01	19816					Daviston town	33.055251	-85.639164
160	00	01	19912					Dayton town	32.349733	-87.641247
160	00	01	20008					Deatsville town	32.593958	-86.393454
160	00	01	20104					Decatur city	34.580992	-86.983392
160	00	01	20296					Demopolis city	32.509465	-87.837265
160	00	01	20392					Detroit town	34.025859	-88.171810
160	00	01	20955					Dodge City town	34.052144	-86.882790
160	00	01	21136					Dora city	33.729476	-87.087013
160	00	01	21184					Dothan city	31.227225	-85.407258
160	00	01	21280					Double Springs town	34.151642	-87.404390
160	00	01	21328					Douglas town	34.171631	-86.319967
160	00	01	21448					Dozier town	31.495233	-86.366592
160	00	01	21952					Dutton town	34.607639	-85.915563
160	00	01	22216					East Brewton city	31.092408	-87.053174
160	00	01	22816					Eclectic town	32.641285	-86.038571
160	00	01	23032					Edgewater CDP	33.523106	-86.956525
160	00	01	23176					Edwardsville town	33.707182	-85.510560
160	00	01	23296					Elba city	31.417263	-86.077442
160	00	01	23320					Elberta town	30.413640	-87.599352
160	00	01	23344					Eldridge town	33.919774	-87.621138
160	00	01	23488					Elkmont town	34.930155	-86.977086
160	00	01	23656					Elmore town	32.542314	-86.315455
160	00	01	23872					Emelle town	32.729882	-88.314333
160	00	01	24184					Enterprise city	31.327476	-85.844484
160	00	01	24256					Epes town	32.690497	-88.124182
160	00	01	24472					Ethelsville town	33.413563	-88.215516
160	00	01	24568					Eufaula city	31.889370	-85.153774
160	00	01	24616					Eunola town	31.038766	-85.845415
160	00	01	24664					Eutaw city	32.840680	-87.889037
160	00	01	24688					Eva town	34.325209	-86.747722
160	00	01	24808					Evergreen city	31.435025	-86.954905
160	00	01	24880					Excel town	31.427308	-87.340587
160	00	01	25120					Fairfield city	33.476908	-86.916842
160	00	01	25240					Fairhope city	30.526394	-87.895687
160	00	01	25384					Fairview town	34.248717	-86.687761
160	00	01	25648					Falkville town	34.371919	-86.908381
160	00	01	25816					Faunsdale town	32.459221	-87.593251
160	00	01	25840					Fayette city	33.692068	-87.832358
160	00	01	26200					Five Points town	33.017189	-85.351208
160	00	01	26824					Flomaton town	31.008921	-87.255746
160	00	01	26848					Florala city	31.007712	-86.324957
160	00	01	26896					Florence city	34.820287	-87.662860
160	00	01	26992					Foley city	30.405594	-87.681509
160	00	01	27088					Forestdale CDP	33.574305	-86.902937
160	00	01	27376					Forkland town	32.647702	-87.867236
160	00	01	27520					Fort Deposit town	31.987872	-86.571249
160	00	01	27616					Fort Payne city	34.453829	-85.706648
160	00	01	27640					Fort Rucker CDP	31.343654	-85.707995
160	00	01	28024					Franklin town	32.455388	-85.802884
160	00	01	28312					Frisco City town	31.433769	-87.402120
160	00	01	28432					Fruithurst city	33.731103	-85.431759
160	00	01	28504					Fulton town	31.790456	-87.732929
160	00	01	28552					Fultondale city	33.615202	-86.801293
160	00	01	28672					Fyffe town	34.446899	-85.906590
160	00	01	28696					Gadsden city	34.010147	-86.010356
160	00	01	28768					Gainesville town	32.817317	-88.158026
160	00	01	28936					Gantt town	31.407503	-86.483577
160	00	01	28984					Gantts Quarry town	33.152570	-86.295539
160	00	01	29032					Garden City town	34.009211	-86.748159
160	00	01	29056					Gardendale city	33.660492	-86.811648
160	00	01	29296					Gaylesville town	34.267994	-85.558244
160	00	01	29392					Geiger town	32.868543	-88.306061
160	00	01	29464					Geneva city	31.038181	-85.876677
160	00	01	29560					Georgiana town	31.640087	-86.739442
160	00	01	29608					Geraldine town	34.353654	-86.004002
160	00	01	29704					Gilbertown town	31.876676	-88.320907
160	00	01	29944					Glen Allen town	33.899470	-87.730388
160	00	01	29992					Glencoe city	33.953148	-85.935868
160	00	01	30160					Glenwood town	31.667771	-86.174962
160	00	01	30448					Goldville town	33.083617	-85.784391
160	00	01	30496					Good Hope town	34.108777	-86.867164
160	00	01	30640					Goodwater city	33.059988	-86.053043
160	00	01	30736					Gordo town	33.321461	-87.903729
160	00	01	30760					Gordon town	31.143171	-85.096114
160	00	01	30808					Gordonville town	32.152335	-86.714338
160	00	01	30880					Goshen town	31.719715	-86.125861
160	00	01	31024					Grand Bay CDP	30.474055	-88.341836
160	00	01	31096					Grant town	34.502899	-86.255378
160	00	01	31348					Grayson Valley CDP	33.648728	-86.636513
160	00	01	31384					Graysville city	33.626955	-86.962255
160	00	01	31720					Greensboro city	32.702340	-87.596216
160	00	01	31912					Greenville city	31.831273	-86.627567
160	00	01	32056					Grimes town	31.302270	-85.451042
160	00	01	32080					Grove Hill town	31.706137	-87.774274
160	00	01	32224					Guin city	33.973135	-87.916711
160	00	01	32272					Gulf Shores city	30.267797	-87.701468
160	00	01	32416					Guntersville city	34.348197	-86.294523
160	00	01	32440					Gurley town	34.700164	-86.376469
160	00	01	32536					Gu-Win town	33.949505	-87.871921
160	00	01	32560					Hackleburg town	34.271460	-87.830826
160	00	01	32656					Haleburg town	31.408960	-85.136035
160	00	01	32704					Haleyville city	34.230131	-87.618978
160	00	01	32848					Hamilton city	34.135305	-87.988980
160	00	01	32896					Hammondville town	34.569414	-85.638305
160	00	01	32968					Hanceville city	34.063463	-86.760908
160	00	01	33256					Harpersville town	33.325848	-86.426121
160	00	01	33424					Hartford city	31.103664	-85.694544
160	00	01	33448					Hartselle city	34.440383	-86.940385
160	00	01	33472					Harvest CDP	34.852827	-86.748047
160	00	01	33640					Hayden town	33.893399	-86.756983
160	00	01	33712					Hayneville town	32.182365	-86.580468
160	00	01	33808					Hazel Green CDP	34.923712	-86.567206
160	00	01	33856					Headland city	31.353410	-85.339793
160	00	01	33904					Heath town	31.358154	-86.470193
160	00	01	33976					Heflin city	33.643754	-85.582701
160	00	01	34024					Helena city	33.279715	-86.856060
160	00	01	34096					Henagar town	34.633700	-85.742921
160	00	01	34480					Highland Lake town	33.884271	-86.422151
160	00	01	34816					Hillsboro town	34.638029	-87.188287
160	00	01	35152					Hobson City town	33.618497	-85.843425
160	00	01	35200					Hodges town	34.330242	-87.927394
160	00	01	35392					Hokes Bluff city	33.993449	-85.865118
160	00	01	35560					Holly Pond town	34.174657	-86.617004
160	00	01	35632					Hollywood town	34.716960	-85.965689
160	00	01	35704					Holt CDP	33.230467	-87.486303
160	00	01	35800					Homewood city	33.468306	-86.808146
160	00	01	35896					Hoover city	33.386435	-86.804938
160	00	01	36088					Horn Hill town	31.240456	-86.319172
160	00	01	36448					Hueytown city	33.437709	-86.997579
160	00	01	36592					Huguley CDP	32.838003	-85.233139
160	00	01	37000					Huntsville city	34.712341	-86.596296
160	00	01	37096					Hurtsboro town	32.240102	-85.415377
160	00	01	37264					Hytop town	34.904816	-86.086634
160	00	01	37312					Ider town	34.703941	-85.673983
160	00	01	37465					Indian Springs Village town	33.368021	-86.741176
160	00	01	37864					Irondale city	33.531939	-86.686816
160	00	01	38152					Jackson city	31.521685	-87.891113
160	00	01	38248					Jacksons' Gap town	32.881670	-85.818582
160	00	01	38272					Jacksonville city	33.815766	-85.760467
160	00	01	38416					Jasper city	33.842347	-87.277174
160	00	01	38608					Jemison town	32.958831	-86.743567
160	00	01	39280					Kansas town	33.903168	-87.556716
160	00	01	39520					Kennedy town	33.580683	-87.983830
160	00	01	39784					Killen town	34.861586	-87.529374
160	00	01	39856					Kimberly town	33.771163	-86.795280
160	00	01	40072					Kinsey town	31.291688	-85.345487
160	00	01	40096					Kinston town	31.220503	-86.170782
160	00	01	40648					Ladonia CDP	32.465666	-85.089046
160	00	01	40672					La Fayette city	32.898572	-85.400784
160	00	01	40806					Lake Purdy CDP	33.428571	-86.693028
160	00	01	40888					Lakeview town	34.392298	-85.973244
160	00	01	40928					Lake View town	33.279933	-87.138667
160	00	01	41296					Lanett city	32.863424	-85.199684
160	00	01	41368					Langston town	34.534817	-86.082169
160	00	01	41968					Leeds city	33.545592	-86.557388
160	00	01	42016					Leesburg town	34.182624	-85.768986
160	00	01	42160					Leighton town	34.699642	-87.530699
160	00	01	42352					Lester town	34.984304	-87.147909
160	00	01	42472					Level Plains town	31.313659	-85.767307
160	00	01	42640					Lexington town	34.966115	-87.372892
160	00	01	42808					Libertyville town	31.243844	-86.459962
160	00	01	43120					Lincoln city	33.593156	-86.138879
160	00	01	43240					Linden city	32.301154	-87.792650
160	00	01	43264					Lineville city	33.312534	-85.752576
160	00	01	43336					Lipscomb city	33.427308	-86.922475
160	00	01	43384					Lisman town	32.172216	-88.289352
160	00	01	43648					Littleville town	34.590933	-87.675599
160	00	01	43720					Livingston city	32.587332	-88.188161
160	00	01	43744					Loachapoka town	32.604844	-85.596890
160	00	01	43816					Lockhart town	31.011435	-86.350652
160	00	01	43888					Locust Fork town	33.896526	-86.630569
160	00	01	44344					Louisville town	31.780309	-85.557397
160	00	01	44536					Lowndesboro town	32.273118	-86.609915
160	00	01	44608					Loxley town	30.623500	-87.754732
160	00	01	44728					Luverne city	31.714427	-86.263323
160	00	01	44800					Lynn town	34.040688	-87.540827
160	00	01	45208					McDonald Chapel CDP	33.520706	-86.936858
160	00	01	45316					Macedonia town	33.402421	-88.239832
160	00	01	45472					McIntosh town	31.265979	-88.031473
160	00	01	45496					McKenzie town	31.542801	-86.719772
160	00	01	45640					McMullen town	33.149131	-88.173919
160	00	01	45784					Madison city	34.715065	-86.739644
160	00	01	45904					Madrid town	31.034941	-85.397222
160	00	01	46264					Malvern town	31.143981	-85.523382
160	00	01	46504					Maplesville town	32.781889	-86.875517
160	00	01	46696					Margaret town	33.675957	-86.467641
160	00	01	46768					Marion city	32.632838	-87.317284
160	00	01	47728					Maytown town	33.553498	-86.994471
160	00	01	47740					Meadowbrook CDP	33.403788	-86.690758
160	00	01	48052					Memphis town	33.133678	-88.297023
160	00	01	48064					Mentone town	34.572360	-85.580283
160	00	01	48112					Meridianville CDP	34.869312	-86.578373
160	00	01	48376					Midfield city	33.455874	-86.927044
160	00	01	48400					Midland City town	31.307945	-85.490606
160	00	01	48424					Midway town	32.074404	-85.520238
160	00	01	48616					Mignon CDP	33.182929	-86.264456
160	00	01	48712					Millbrook city	32.497626	-86.368545
160	00	01	48808					Millport town	33.560275	-88.080262
160	00	01	48832					Millry town	31.631309	-88.318972
160	00	01	49072					Minor CDP	33.539656	-86.940000
160	00	01	50000					Mobile city	30.679523	-88.103280
160	00	01	50192					Monroeville city	31.518075	-87.327543
160	00	01	50312					Montevallo city	33.104927	-86.862817
160	00	01	51000					Montgomery city	32.361538	-86.279118
160	00	01	51096					Moody town	33.592469	-86.496369
160	00	01	51216					Moores Mill CDP	34.830662	-86.520538
160	00	01	51264					Mooresville town	34.626931	-86.881091
160	00	01	51456					Morris town	33.747374	-86.807023
160	00	01	51520					Mosses town	32.173120	-86.677296
160	00	01	51600					Moulton city	34.482307	-87.285621
160	00	01	51648					Moundville town	32.998521	-87.626006
160	00	01	51672					Mountainboro town	34.147665	-86.131765
160	00	01	51696					Mountain Brook city	33.486972	-86.740465
160	00	01	52344					Mount Olive CDP	33.684191	-86.875139
160	00	01	52608					Mount Vernon town	31.093170	-88.011209
160	00	01	52776					Mulga town	33.553562	-86.975374
160	00	01	52848					Munford CDP	33.533494	-85.954242
160	00	01	53016					Muscle Shoals city	34.750788	-87.650278
160	00	01	53112					Myrtlewood town	32.247254	-87.947141
160	00	01	53256					Napier Field town	31.315265	-85.454340
160	00	01	53376					Natural Bridge town	34.091713	-87.604523
160	00	01	53400					Nauvoo town	33.988571	-87.487814
160	00	01	53448					Nectar town	33.969124	-86.636256
160	00	01	53472					Needham town	31.986338	-88.338795
160	00	01	53784					Newbern town	32.594818	-87.535431
160	00	01	53856					New Brockton town	31.381138	-85.924339
160	00	01	54168					New Hope city	34.538194	-86.412129
160	00	01	54312					New Market CDP	34.906295	-86.426170
160	00	01	54432					New Site town	33.030281	-85.786721
160	00	01	54480					Newton town	31.344452	-85.592702
160	00	01	54600					Newville town	31.421841	-85.336434
160	00	01	55018					North Bibb town	33.201248	-87.150242
160	00	01	55044					North Courtland town	34.676370	-87.307914
160	00	01	55152					North Johns town	33.366880	-87.101486
160	00	01	55200					Northport city	33.253917	-87.592352
160	00	01	55440					Notasulga town	32.560821	-85.667631
160	00	01	55752					Oak Grove town	33.189772	-86.303163
160	00	01	55848					Oak Hill town	31.925246	-87.082645
160	00	01	55992					Oakman town	33.713594	-87.386111
160	00	01	56400					Odenville town	33.681762	-86.399295
160	00	01	56472					Ohatchee town	33.803040	-86.036629
160	00	01	57000					Oneonta city	33.942303	-86.478774
160	00	01	57024					Onycha town	31.221515	-86.277694
160	00	01	57048					Opelika city	32.647183	-85.389404
160	00	01	57120					Opp city	31.283083	-86.254661
160	00	01	57144					Orange Beach city	30.291503	-87.561985
160	00	01	57240					Orrville town	32.305584	-87.245378
160	00	01	57504					Owens Cross Roads town	34.586071	-86.458561
160	00	01	57576					Oxford city	33.597105	-85.838881
160	00	01	57648					Ozark city	31.448169	-85.642009
160	00	01	57696					Paint Rock town	34.660172	-86.328018
160	00	01	58272					Parrish town	33.732477	-87.279291
160	00	01	58848					Pelham city	33.304581	-86.784620
160	00	01	58896					Pell City city	33.570907	-86.273845
160	00	01	58968					Pennington town	32.203669	-88.052495
160	00	01	59328					Petrey town	31.850329	-86.207212
160	00	01	59472					Phenix City city	32.472822	-85.020121
160	00	01	59496					Phil Campbell town	34.351505	-87.707414
160	00	01	59592					Pickensville town	33.230693	-88.272554
160	00	01	59640					Piedmont city	33.926005	-85.613137
160	00	01	59760					Pike Road city	32.269660	-86.140167
160	00	01	59832					Pinckard town	31.312803	-85.545713
160	00	01	59880					Pine Apple town	31.867882	-86.987624
160	00	01	60240					Pine Hill town	31.986332	-87.592131
160	00	01	60372					Pine Ridge town	34.445939	-85.779069
160	00	01	60648					Pinson CDP	33.686301	-86.681913
160	00	01	60720					Pisgah town	34.685022	-85.846575
160	00	01	61008					Pleasant Grove city	33.492400	-86.972927
160	00	01	61038					Pleasant Groves town	34.741295	-86.190445
160	00	01	61488					Point Clear CDP	30.496807	-87.909858
160	00	01	61536					Pollard town	31.027340	-87.172342
160	00	01	62075					Powell town	34.533483	-85.894598
160	00	01	62328					Prattville city	32.459135	-86.451305
160	00	01	62472					Priceville town	34.521001	-86.879678
160	00	01	62496					Prichard city	30.748038	-88.100384
160	00	01	62688					Providence town	32.348986	-87.778309
160	00	01	63216					Ragland town	33.743415	-86.142268
160	00	01	63288					Rainbow City city	33.943964	-86.061546
160	00	01	63336					Rainsville city	34.492258	-85.845316
160	00	01	63408					Ranburne town	33.525372	-85.343257
160	00	01	63576					Red Bay city	34.439898	-88.138208
160	00	01	63768					Red Level town	31.407735	-86.610377
160	00	01	63912					Redstone Arsenal CDP	34.684166	-86.654031
160	00	01	63984					Reece City town	34.074446	-86.030630
160	00	01	64104					Reform city	33.380835	-88.015022
160	00	01	64152					Rehobeth town	31.135245	-85.436008
160	00	01	64368					Repton town	31.408991	-87.239326
160	00	01	64656					Ridgeville town	34.057110	-86.103232
160	00	01	64776					River Falls town	31.351948	-86.536680
160	00	01	64920					Riverside town	33.614465	-86.200678
160	00	01	65016					Riverview town	31.058641	-87.056688
160	00	01	65040					Roanoke city	33.148830	-85.369784
160	00	01	65208					Robertsdale city	30.554454	-87.705566
160	00	01	65412					Rock Creek CDP	33.475884	-87.079003
160	00	01	65472					Rockford town	32.888181	-86.219575
160	00	01	65592					Rock Mills CDP	33.160348	-85.290469
160	00	01	66216					Rogersville town	34.823444	-87.285693
160	00	01	66408					Rosa town	33.989810	-86.511938
160	00	01	67056					Russellville city	34.510344	-87.728248
160	00	01	67176					Rutledge town	31.733103	-86.309619
160	00	01	67536					St. Florian town	34.872753	-87.625117
160	00	01	67608					Saks CDP	33.708202	-85.844326
160	00	01	67800					Samson city	31.112574	-86.047865
160	00	01	67920					Sand Rock town	34.232532	-85.770421
160	00	01	68016					Sanford town	31.300683	-86.391734
160	00	01	68160					Saraland city	30.825186	-88.091932
160	00	01	68280					Sardis City town	34.173967	-86.121319
160	00	01	68352					Satsuma city	30.854518	-88.054415
160	00	01	68736					Scottsboro city	34.651368	-86.042570
160	00	01	69000					Section town	34.578155	-85.988114
160	00	01	69120					Selma city	32.416416	-87.024733
160	00	01	69180					Selmont-West Selmont CDP	32.378494	-87.006659
160	00	01	69648					Sheffield city	34.759721	-87.694592
160	00	01	69840					Shiloh town	34.465555	-85.877311
160	00	01	70128					Shorter town	32.401397	-85.943326
160	00	01	70416					Silas town	31.771625	-88.330991
160	00	01	70536					Silverhill town	30.545264	-87.750517
160	00	01	70704					Sipsey town	33.823108	-87.086127
160	00	01	70896					Skyline town	34.802946	-86.123494
160	00	01	71040					Slocomb city	31.108541	-85.594307
160	00	01	71136					Smiths CDP	32.539259	-85.098703
160	00	01	71201					Smoke Rise CDP	33.874074	-86.826012
160	00	01	71280					Snead town	34.115970	-86.391512
160	00	01	71496					Somerville town	34.469961	-86.798782
160	00	01	71832					Southside city	33.903597	-86.026105
160	00	01	71900					South Vinemont town	34.233641	-86.862916
160	00	01	71976					Spanish Fort city	30.668723	-87.922179
160	00	01	72600					Springville town	33.768950	-86.471037
160	00	01	72888					Steele town	33.940172	-86.199523
160	00	01	73080					Stevenson city	34.869442	-85.831829
160	00	01	73728					Sulligent city	33.894807	-88.131920
160	00	01	73848					Sumiton city	33.747213	-87.046716
160	00	01	73872					Summerdale town	30.487630	-87.701121
160	00	01	74160					Susan Moore town	34.081838	-86.419513
160	00	01	74304					Sweet Water town	32.097781	-87.865416
160	00	01	74352					Sylacauga city	33.178360	-86.251068
160	00	01	74400					Sylvania town	34.558304	-85.796154
160	00	01	74424					Sylvan Springs town	33.512650	-87.020636
160	00	01	74592					Talladega city	33.434728	-86.101299
160	00	01	74616					Talladega Springs town	33.120713	-86.445266
160	00	01	74688					Tallassee city	32.539402	-85.893061
160	00	01	74976					Tarrant city	33.587546	-86.766219
160	00	01	75096					Taylor town	31.168331	-85.468016
160	00	01	75768					Theodore CDP	30.550690	-88.180878
160	00	01	75936					Thomaston town	32.269495	-87.624865
160	00	01	75960					Thomasville city	31.911296	-87.740037
160	00	01	76080					Thorsby town	32.916992	-86.715956
160	00	01	76320					Tillmans Corner CDP	30.583293	-88.197876
160	00	01	76584					Town Creek town	34.671518	-87.408311
160	00	01	76632					Toxey town	31.913644	-88.308468
160	00	01	76680					Trafford town	33.818957	-86.746581
160	00	01	76824					Triana town	34.587456	-86.736251
160	00	01	76872					Trinity town	34.603808	-87.086137
160	00	01	76920					Troy city	31.801960	-85.967317
160	00	01	76944					Trussville city	33.621623	-86.596404
160	00	01	77256					Tuscaloosa city	33.206540	-87.534607
160	00	01	77280					Tuscumbia city	34.730839	-87.702854
160	00	01	77304					Tuskegee city	32.431506	-85.706781
160	00	01	77580					Underwood-Petersville CDP	34.872469	-87.692776
160	00	01	77616					Union town	32.994164	-87.905313
160	00	01	77784					Union Grove town	34.400088	-86.446049
160	00	01	77880					Union Springs city	32.140113	-85.712804
160	00	01	77904					Uniontown city	32.448984	-87.512287
160	00	01	78204					Valley city	32.811387	-85.177938
160	00	01	78240					Valley Head town	34.565301	-85.616426
160	00	01	78264					Vance town	33.164521	-87.231718
160	00	01	78480					Vernon city	33.756414	-88.111409
160	00	01	78552					Vestavia Hills city	33.433057	-86.778894
160	00	01	78984					Vina town	34.374874	-88.053498
160	00	01	79008					Vincent town	33.385719	-86.409919
160	00	01	79272					Vredenburgh town	31.826518	-87.320686
160	00	01	79344					Wadley town	33.123327	-85.566350
160	00	01	79488					Waldo town	33.393674	-86.032763
160	00	01	79728					Walnut Grove town	34.063983	-86.279254
160	00	01	79944					Warrior city	33.813607	-86.811455
160	00	01	80064					Waterloo town	34.916795	-88.064210
160	00	01	80256					Waverly town	32.735658	-85.574371
160	00	01	80352					Weaver city	33.755701	-85.808541
160	00	01	80376					Webb town	31.260358	-85.283533
160	00	01	80496					Wedowee town	33.308603	-85.485447
160	00	01	80928					West Blocton town	33.118733	-87.122875
160	00	01	81084					West End-Cobb Town CDP	33.650903	-85.869487
160	00	01	81336					West Jefferson town	33.649773	-87.071222
160	00	01	81528					West Point town	34.241338	-86.943126
160	00	01	81720					Wetumpka city	32.540972	-86.207726
160	00	01	81912					White Hall town	32.313866	-86.714019
160	00	01	82848					Wilsonville town	33.234924	-86.486283
160	00	01	82872					Wilton town	33.081799	-86.879458
160	00	01	82992					Winfield city	33.928258	-87.807990
160	00	01	83400					Woodland town	33.373655	-85.395700
160	00	01	83664					Woodville town	34.626775	-86.274832
160	00	01	83976					Yellow Bluff town	31.959922	-87.482175
160	00	01	84096					York city	32.493221	-88.297845
160	00	02	00065					Adak CDP	51.883419	-176.645061
160	00	02	00650					Akhiok city	56.944582	-154.170348
160	00	02	00760					Akiachak CDP	60.899547	-161.413381
160	00	02	00870					Akiak city	60.910082	-161.218282
160	00	02	01090					Akutan city	54.144950	-165.801457
160	00	02	01200					Alakanuk city	62.684616	-164.645414
160	00	02	01305					Alatna CDP	66.548906	-152.844806
160	00	02	01390					Alcan Border CDP	62.693093	-141.199008
160	00	02	01420					Aleknagik city	59.278362	-158.622928
160	00	02	01560					Aleneva CDP	58.063527	-152.910374
160	00	02	01860					Allakaket city	66.563343	-152.647154
160	00	02	01882					Alpine CDP	70.238218	-150.994388
160	00	02	01970					Ambler city	67.085000	-157.860331
160	00	02	02080					Anaktuvuk Pass city	68.149532	-151.725975
160	00	02	03000					Anchorage municipality	61.191900	-149.762097
160	00	02	03110					Anchor Point CDP	59.777468	-151.770220
160	00	02	03220					Anderson city	64.345372	-149.195352
160	00	02	03440					Angoon city	57.496891	-134.573579
160	00	02	03550					Aniak city	61.578821	-159.550255
160	00	02	03880					Anvik city	62.655659	-160.209237
160	00	02	03990					Arctic Village CDP	68.121828	-145.527686
160	00	02	04210					Atka city	52.199271	-174.213398
160	00	02	04430					Atmautluak CDP	60.859675	-162.277616
160	00	02	04500					Atqasuk city	70.477663	-157.418056
